question_id,article_id,question_type,overall_score,passed,checks_passed,checks_total,passage_title,question_preview,grammatical_parallel_score,plausibility_score,homogeneity_score,specificity_balance_score,standard_alignment_score,clarity_precision_score,single_correct_answer_score,passage_reference_score,length_check_score,too_close_score,difficulty_assessment_score
quiz_302315,article_101039,MCQ,0.9090909090909091,True,10,11,The Legend of Romulus and Remus,Part A: How do Romulus's feelings change from the beginni...,1,1,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_1,article_101039,MCQ,0.8181818181818182,True,9,11,The Legend of Romulus and Remus,"Based on both brothers' actions when they were 18, what c...",1,0,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_2,article_101039,MCQ,0.9090909090909091,True,10,11,The Legend of Romulus and Remus,What does the text suggest about how Romulus's relationsh...,1,1,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_3,article_101039,MCQ,1.0,True,11,11,The Legend of Romulus and Remus,The text states that Romulus 'went on building his city'...,1,1,1,1,1,1,1,1,1,1,1
quiz_302315_sibling_4,article_101039,MCQ,0.8181818181818182,True,9,11,The Legend of Romulus and Remus,How did Romulus's choice to fight with Remus change what...,1,0,0,1,1,1,1,1,1,1,1
quiz_302316,article_101039,MCQ,0.9090909090909091,True,10,11,The Legend of Romulus and Remus,Part B: Based on Romulus's character and actions througho...,1,0,1,1,1,1,1,1,1,1,1
quiz_302316_sibling_1,article_101039,MCQ,0.8181818181818182,True,9,11,The Legend of Romulus and Remus,Why does the author mention that 'The government made coi...,1,1,1,1,0,1,1,1,1,1,0
quiz_302316_sibling_2,article_101039,MCQ,0.9090909090909091,True,10,11,The Legend of Romulus and Remus,How does the author's description of the servant's action...,1,1,1,1,0,1,1,1,1,1,1
quiz_302316_sibling_3,article_101039,MCQ,0.9090909090909091,True,10,11,The Legend of Romulus and Remus,The author describes Remus's taunting and Romulus's react...,1,1,1,1,1,1,1,1,1,1,0
quiz_302316_sibling_4,article_101039,MCQ,0.9090909090909091,True,10,11,The Legend of Romulus and Remus,"In paragraph 3, the author writes: 'Each knew that it wou...",1,1,1,1,1,1,1,1,1,1,0
quiz_302321,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",What information from the text is true for both Jupiter a...,1,1,1,1,0,1,1,1,1,1,1
quiz_302321_sibling_1,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I","Based on the illustrations and text descriptions, what di...",1,1,1,1,1,1,1,1,0,1,1
quiz_302321_sibling_2,article_101040,MCQ,0.6363636363636364,False,7,11,"The Roman Gods and Goddesses, Part I",What information can you find in both the text descriptio...,1,0,1,1,0,0,1,1,0,1,1
quiz_302321_sibling_3,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","According to the passage, which detail is true for both R...",1,0,1,1,0,1,1,1,1,1,1
quiz_302321_sibling_4,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","Based on the descriptions in the text, what characteristi...",1,1,1,1,0,1,1,1,0,1,1
quiz_302322,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",How does the author mostly present the information about...,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_1,article_101040,MCQ,1.0,True,11,11,"The Roman Gods and Goddesses, Part I",How does the author organize the information in paragraph...,1,1,1,1,1,1,1,1,1,1,1
quiz_302322_sibling_2,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",What is the logical connection between the sentence about...,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_3,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",What logical connection does the author create between th...,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_4,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",How does the author connect the description of Cupid in p...,1,1,1,1,1,1,1,1,1,1,0
quiz_302323,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","According to the passage, what weapon did Jupiter carry t...",1,1,1,1,0,1,1,1,0,1,1
quiz_302323_sibling_1,article_101040,MCQ,0.6363636363636364,False,7,11,"The Roman Gods and Goddesses, Part I","According to the information in paragraph 4, who did Roma...",1,1,1,1,0,0,1,0,0,1,1
quiz_302323_sibling_2,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","Based on paragraph 3, what special tool did sailors pray...",1,0,1,1,0,1,1,1,1,1,1
quiz_302323_sibling_3,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","According to paragraph 5, what feature did paintings of M...",1,1,1,1,0,1,1,0,1,1,1
quiz_302323_sibling_4,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","Based on the information in paragraph 6, which planet nam...",1,1,1,1,0,1,1,0,1,1,1
quiz_302324,article_101040,MCQ,1.0,True,11,11,"The Roman Gods and Goddesses, Part I",How were Roman gods similar to people?,1,1,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_1,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",Why does the author mention that Romans 'spent lots of ti...,1,0,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_2,article_101040,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part I","According to the passage, what was one important differen...",1,0,1,1,1,1,1,1,0,1,1
quiz_302324_sibling_3,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I","Based on evidence from multiple paragraphs, what can you...",1,0,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_4,article_101040,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part I",What conclusion can you draw about the relationship betwe...,1,1,1,1,1,1,1,1,1,1,0
quiz_302328,article_101041,MCQ,1.0,True,11,11,"The Roman Gods and Goddesses, Part II",The information in this section is best organized as,1,1,1,1,1,1,1,1,1,1,1
quiz_302328_sibling_1,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II",How does the author arrange the information about Vulcan...,1,1,1,1,1,1,1,1,0,1,0
quiz_302328_sibling_2,article_101041,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part II",Which sentence from the passage shows the connection betw...,1,1,1,1,0,1,1,1,1,1,1
quiz_302328_sibling_3,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II","Based on paragraph 5, how does the author organize the in...",1,0,1,1,1,1,1,1,1,1,0
quiz_302328_sibling_4,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II",Why does the author include the phrase 'This was a terrib...,1,1,1,1,1,1,1,1,0,1,0
quiz_302329,article_101041,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part II","According to the passage, what did the Romans believe cau...",1,1,1,1,0,1,1,1,1,1,1
quiz_302329_sibling_1,article_101041,MCQ,0.7272727272727273,False,8,11,"The Roman Gods and Goddesses, Part II","Based on the passage, which god or goddess would you pray...",1,1,1,1,0,1,0,1,1,1,0
quiz_302329_sibling_2,article_101041,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part II","According to the legend about Minerva, what unusual event...",1,1,1,1,0,1,1,1,1,1,1
quiz_302329_sibling_3,article_101041,MCQ,0.7272727272727273,False,8,11,"The Roman Gods and Goddesses, Part II",Why did Bacchus turn the pirates into dolphins instead of...,1,0,1,1,0,1,1,1,1,1,0
quiz_302329_sibling_4,article_101041,MCQ,1.0,True,11,11,"The Roman Gods and Goddesses, Part II",What information would you find in paragraph 2 if you wan...,1,1,1,1,1,1,1,1,1,1,1
quiz_302330,article_101041,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part II",Who are the creatures that always followed Bacchus?,1,1,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_1,article_101041,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part II",Where in the passage would you look to find out which spe...,1,1,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_2,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II",If you wanted to understand how the Romans explained natu...,1,1,1,1,0,1,1,1,1,1,0
quiz_302330_sibling_3,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II",Who in the passage transformed from one form into multipl...,1,0,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_4,article_101041,MCQ,1.0,True,11,11,"The Roman Gods and Goddesses, Part II","Based on information in multiple sections, which god or g...",1,1,1,1,1,1,1,1,1,1,1
quiz_302331,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II",What happens just before Minerva springs out of Jupiter's...,1,0,1,1,1,1,1,1,0,1,1
quiz_302331_sibling_1,article_101041,MCQ,0.6363636363636364,False,7,11,"The Roman Gods and Goddesses, Part II","According to the passage, which goddess had symbols that...",0,0,0,1,1,1,1,1,1,1,0
quiz_302331_sibling_2,article_101041,MCQ,0.7272727272727273,False,8,11,"The Roman Gods and Goddesses, Part II",Which two details from different paragraphs both show god...,1,1,1,1,0,1,1,1,0,1,0
quiz_302331_sibling_3,article_101041,MCQ,0.9090909090909091,True,10,11,"The Roman Gods and Goddesses, Part II",What is the first thing that happens in the story about t...,1,1,1,1,1,1,1,1,1,1,0
quiz_302331_sibling_4,article_101041,MCQ,0.8181818181818182,True,9,11,"The Roman Gods and Goddesses, Part II","Based on the passage, what happens as a direct result of...",1,0,1,1,1,1,1,1,1,1,0
quiz_302336,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I",Read this outline.I. Psyche's LifeII. Events  A. Venus be...,1,1,1,1,0,1,1,1,1,1,0
quiz_302336_sibling_1,article_101042,MCQ,0.7272727272727273,False,8,11,"Cupid and Psyche, Part I","According to the passage, what happens immediately after...",1,0,1,1,0,1,1,1,0,1,1
quiz_302336_sibling_2,article_101042,MCQ,0.6363636363636364,False,7,11,"Cupid and Psyche, Part I","Based on paragraph 6, why does Psyche climb up the mountain?",1,0,1,1,0,0,1,0,1,1,1
quiz_302336_sibling_3,article_101042,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part I",How does the author show that Psyche arrives at an unexpe...,1,1,1,1,0,1,1,1,1,1,1
quiz_302336_sibling_4,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I",Which detail from the story best shows that Cupid wants t...,1,1,1,1,0,1,1,1,1,1,0
quiz_302337,article_101042,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part I",What is the main purpose of this story?,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_1,article_101042,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part I",What lesson does this myth teach about relationships?,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_2,article_101042,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part I",The story teaches readers that,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_3,article_101042,MCQ,1.0,True,11,11,"Cupid and Psyche, Part I","Based on key details throughout the story, what central m...",1,1,1,1,1,1,1,1,1,1,1
quiz_302337_sibling_4,article_101042,MCQ,1.0,True,11,11,"Cupid and Psyche, Part I",Which message is most clearly shown through Cupid's words...,1,1,1,1,1,1,1,1,1,1,1
quiz_302338,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I",Cupid most likely thinks that,1,1,1,1,1,0,1,1,1,1,0
quiz_302338_sibling_1,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I",Venus most likely thinks that,1,0,0,1,1,1,1,1,1,1,1
quiz_302338_sibling_2,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I","Based on her actions in the story, Psyche most likely bel...",1,1,1,1,0,1,1,1,1,1,0
quiz_302338_sibling_3,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I",What does Psyche's behavior on the mountain reveal about...,1,0,1,1,1,1,1,1,1,1,0
quiz_302338_sibling_4,article_101042,MCQ,0.7272727272727273,False,8,11,"Cupid and Psyche, Part I",The narrator's description of Cupid's reaction suggests t...,1,0,0,1,1,1,1,1,1,1,0
quiz_302339,article_101042,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part I",Which word best describes how Cupid feels at the end of t...,1,1,1,1,1,1,1,1,1,1,0
quiz_302339_sibling_1,article_101042,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part I",Why does Cupid most likely leave Psyche at the end of the...,1,1,1,1,1,0,1,1,1,1,0
quiz_302339_sibling_2,article_101042,MCQ,0.7272727272727273,False,8,11,"Cupid and Psyche, Part I","Based on the details in paragraph 10, Cupid probably feel...",1,1,1,1,1,1,1,0,0,1,0
quiz_302339_sibling_3,article_101042,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part I",How do Cupid's actions throughout the story help explain...,1,1,1,1,1,1,1,1,1,1,0
quiz_302339_sibling_4,article_101042,MCQ,0.7272727272727273,False,8,11,"Cupid and Psyche, Part I",What do Psyche's actions in paragraph 10 reveal about how...,1,0,1,1,1,1,1,0,1,1,0
quiz_302344,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II",Which of these happens first in this story?,1,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_1,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II","According to the story, what does Venus do right after sh...",1,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_2,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",Which detail from the story shows that Psyche thinks the...,0,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_3,article_101043,MCQ,0.7272727272727273,False,8,11,"Cupid and Psyche, Part II","Based on the beginning of the story, why does Venus refus...",1,0,0,1,0,1,1,1,1,1,1
quiz_302344_sibling_4,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",What happens right before Psyche travels to the underworld?,1,1,1,1,0,1,1,1,1,1,0
quiz_302345,article_101043,MCQ,0.7272727272727273,False,8,11,"Cupid and Psyche, Part II",What lesson does Cupid tell Psyche after she opens the box?,0,0,0,1,1,1,1,1,1,1,1
quiz_302345_sibling_1,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",What is the most important message readers should learn f...,1,0,1,0,1,1,1,1,1,1,1
quiz_302345_sibling_2,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II","Based on the tasks Venus gives Psyche, what lesson does t...",1,0,1,1,1,1,1,1,1,1,1
quiz_302345_sibling_3,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",The story shows that Psyche learns an important lesson. W...,1,1,1,1,0,0,1,1,1,1,1
quiz_302345_sibling_4,article_101043,MCQ,0.6363636363636364,False,7,11,"Cupid and Psyche, Part II",How does the author show that the lesson about curiosity...,1,0,1,1,0,1,1,1,0,1,0
quiz_302346,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II","Read this sentence from the story: ""An army of ants had c...",0,1,1,1,1,1,1,1,0,1,1
quiz_302346_sibling_1,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",Read this sentence from the story: 'Psyche's heart sank.'...,1,0,0,1,1,1,1,1,1,1,1
quiz_302346_sibling_2,article_101043,MCQ,1.0,True,11,11,"Cupid and Psyche, Part II",What does the word 'mysterious' mean in the sentence 'Jus...,1,1,1,1,1,1,1,1,1,1,1
quiz_302346_sibling_3,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II","In the sentence 'Each ant carried a seed,' what type of w...",1,0,1,1,0,1,1,1,1,1,1
quiz_302346_sibling_4,article_101043,MCQ,0.5454545454545454,False,6,11,"Cupid and Psyche, Part II",Read this sentence from the story: 'Venus was confident t...,0,0,0,0,1,1,0,1,1,1,1
quiz_302347,article_101043,MCQ,1.0,True,11,11,"Cupid and Psyche, Part II","How do Psyche's feelings change throughout the story, and...",1,1,1,1,1,1,1,1,1,1,1
quiz_302347_sibling_1,article_101043,MCQ,1.0,True,11,11,"Cupid and Psyche, Part II",Why does Cupid wake Psyche up even though he is upset wit...,1,1,1,1,1,1,1,1,1,1,1
quiz_302347_sibling_2,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",How does Venus's treatment of Psyche affect what happens...,1,1,1,1,1,1,1,1,0,1,0
quiz_302347_sibling_3,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II",What do Psyche's actions throughout the story reveal abou...,1,1,1,1,1,1,1,1,1,1,0
quiz_302347_sibling_4,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II",Based on what happens when Psyche receives the box from Q...,1,1,1,1,0,1,1,1,1,1,1
quiz_302348,article_101043,MCQ,1.0,True,11,11,"Cupid and Psyche, Part II","Based on the story, what happens when Psyche opens the bo...",1,1,1,1,1,1,1,1,1,1,1
quiz_302348_sibling_1,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II",Why is it important to the story that Cupid was watching...,1,1,1,1,1,1,1,1,1,1,0
quiz_302348_sibling_2,article_101043,MCQ,0.9090909090909091,True,10,11,"Cupid and Psyche, Part II",What does Psyche's decision to open the box after success...,1,1,1,1,1,1,1,1,1,1,0
quiz_302348_sibling_3,article_101043,MCQ,0.8181818181818182,True,9,11,"Cupid and Psyche, Part II",How does the author use the box incident to connect diffe...,1,0,1,1,1,1,1,1,1,1,0
quiz_302353,article_101044,MCQ,1.0,True,11,11,The Sword of Damocles,Why did Dionysius offer to let Damocles be king for a day?,1,1,1,1,1,1,1,1,1,1,1
quiz_302353_sibling_1,article_101044,MCQ,0.9090909090909091,True,10,11,The Sword of Damocles,What does Damocles do when he first sees the sword hangin...,1,1,1,1,1,1,1,1,0,1,1
quiz_302353_sibling_2,article_101044,MCQ,1.0,True,11,11,The Sword of Damocles,"Based on the story, what was Damocles's main reason for w...",1,1,1,1,1,1,1,1,1,1,1
quiz_302353_sibling_3,article_101044,MCQ,0.9090909090909091,True,10,11,The Sword of Damocles,"According to the passage, what does Dionysius mean when h...",1,1,1,1,1,1,1,1,0,1,1
quiz_302353_sibling_4,article_101044,MCQ,0.9090909090909091,True,10,11,The Sword of Damocles,Which detail best shows that Damocles did not understand...,1,1,1,1,1,1,1,1,1,1,0
quiz_302354,article_101044,MCQ,1.0,True,11,11,The Sword of Damocles,How does Damocles change in the story?,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_1,article_101044,MCQ,1.0,True,11,11,The Sword of Damocles,What happens to Damocles's feelings during his day as king?,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_2,article_101044,MCQ,1.0,True,11,11,The Sword of Damocles,How do Damocles's actions reveal his character transforma...,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_3,article_101044,MCQ,0.8181818181818182,True,9,11,The Sword of Damocles,Why does Damocles's experience with the banquet illustrat...,1,1,1,1,1,1,1,1,0,1,0
quiz_302354_sibling_4,article_101044,MCQ,0.9090909090909091,True,10,11,The Sword of Damocles,"Based on Damocles's behavior throughout the story, what m...",1,1,1,1,1,1,1,1,1,1,0
quiz_302355,article_101044,MCQ,0.8181818181818182,True,9,11,The Sword of Damocles,How does the author show the difference between what Damo...,1,1,1,1,0,1,1,1,1,1,0
quiz_302355_sibling_1,article_101044,MCQ,0.6363636363636364,False,7,11,The Sword of Damocles,"According to paragraph 1, what story element does the aut...",1,0,0,1,0,1,1,1,0,1,1
quiz_302355_sibling_2,article_101044,MCQ,0.9090909090909091,True,10,11,The Sword of Damocles,How does the author use the banquet details in paragraph...,1,1,1,1,1,1,1,1,1,1,0
quiz_302355_sibling_3,article_101044,MCQ,0.7272727272727273,False,8,11,The Sword of Damocles,What technique does the author use when Dionysius asks 'H...,1,0,1,0,0,1,1,1,1,1,1
quiz_302355_sibling_4,article_101044,MCQ,0.8181818181818182,True,9,11,The Sword of Damocles,Why does the author have Dionysius explain that 'the thin...,1,1,1,1,0,1,1,1,1,1,0
quiz_302356,article_101044,MCQ,1.0,True,11,11,The Sword of Damocles,Dionysius most likely thinks that,1,1,1,1,1,1,1,1,1,1,1
quiz_302356_sibling_1,article_101044,MCQ,0.7272727272727273,False,8,11,The Sword of Damocles,What does Dionysius most likely believe about people who...,0,1,1,0,1,1,1,1,1,1,0
quiz_302356_sibling_2,article_101044,MCQ,0.7272727272727273,False,8,11,The Sword of Damocles,What point of view does Damocles hold at the beginning of...,1,0,0,1,1,1,1,1,1,1,0
quiz_302356_sibling_3,article_101044,MCQ,0.7272727272727273,False,8,11,The Sword of Damocles,"Based on the story, what would Dionysius most likely thin...",1,0,1,0,1,1,1,1,1,1,0
quiz_302356_sibling_4,article_101044,MCQ,0.8181818181818182,True,9,11,The Sword of Damocles,What does the narrator suggest by describing Damocles as...,1,1,1,1,0,1,1,1,1,1,0
quiz_302361,article_101045,MCQ,0.9090909090909091,True,10,11,The Roman Republic,What is the most likely reason the author wrote this pass...,1,0,1,1,1,1,1,1,1,1,1
quiz_302361_sibling_1,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,Why did the author most likely include the paragraph abou...,1,0,1,1,1,1,1,1,1,1,0
quiz_302361_sibling_2,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,"Based on the passage, why would the author describe the S...",1,1,1,1,0,1,1,1,0,1,1
quiz_302361_sibling_3,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,What is the author's point of view about the Roman republ...,1,0,0,1,1,1,1,1,1,1,1
quiz_302361_sibling_4,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,Why did the author most likely include information about...,1,1,1,1,1,1,1,1,0,1,0
quiz_302362,article_101045,MCQ,0.5454545454545454,False,6,11,The Roman Republic,Which statement best describes the choice the Romans made...,0,0,0,0,1,1,1,1,0,1,1
quiz_302362_sibling_1,article_101045,MCQ,0.9090909090909091,True,10,11,The Roman Republic,What connection does the passage show between Tarquin's a...,1,1,1,1,1,1,1,1,0,1,1
quiz_302362_sibling_2,article_101045,MCQ,0.5454545454545454,False,6,11,The Roman Republic,"According to the passage, what relationship exists betwee...",1,0,1,0,0,1,1,1,0,1,0
quiz_302362_sibling_3,article_101045,MCQ,0.5454545454545454,False,6,11,The Roman Republic,How were patricians and plebeians different in the early...,1,0,0,1,0,1,1,1,0,1,0
quiz_302362_sibling_4,article_101045,MCQ,0.7272727272727273,False,8,11,The Roman Republic,"Based on the passage, which detail best shows that being...",0,1,1,0,1,1,1,1,0,1,1
quiz_302363,article_101045,MCQ,0.9090909090909091,True,10,11,The Roman Republic,Which of these could best be used instead of a consul?,1,1,1,1,1,1,1,1,1,1,0
quiz_302363_sibling_1,article_101045,MCQ,0.9090909090909091,True,10,11,The Roman Republic,What type of government did the Romans create after drivi...,1,1,1,1,1,1,1,1,1,1,0
quiz_302363_sibling_2,article_101045,MCQ,0.6363636363636364,False,7,11,The Roman Republic,How did the Roman Senate influence the government that th...,1,0,0,1,1,1,1,1,0,1,0
quiz_302363_sibling_3,article_101045,MCQ,0.7272727272727273,False,8,11,The Roman Republic,Which sentence from the passage best supports the main id...,1,0,0,1,1,1,1,1,1,1,0
quiz_302363_sibling_4,article_101045,MCQ,0.7272727272727273,False,8,11,The Roman Republic,"Based on information in the passage, what main idea conne...",1,0,1,1,1,1,1,1,0,1,0
quiz_302364,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,"After the Romans drove out King Tarquin, what kind of gov...",1,0,1,1,1,1,1,1,0,1,1
quiz_302364_sibling_1,article_101045,MCQ,0.5454545454545454,False,6,11,The Roman Republic,Which detail from the passage best explains why many Roma...,0,0,0,1,1,1,1,1,0,1,0
quiz_302364_sibling_2,article_101045,MCQ,0.5454545454545454,False,6,11,The Roman Republic,What is the main idea of the section that explains the di...,0,1,0,0,1,1,1,1,0,1,0
quiz_302364_sibling_3,article_101045,MCQ,0.6363636363636364,False,7,11,The Roman Republic,How does the passage show that the Roman republic influen...,1,0,1,1,0,1,1,1,0,1,0
quiz_302364_sibling_4,article_101045,MCQ,0.6363636363636364,False,7,11,The Roman Republic,"Based on the entire passage, which statement best capture...",0,1,1,0,1,1,1,1,0,1,0
quiz_302365,article_101045,MCQ,0.45454545454545453,False,5,11,The Roman Republic,Part A: Which sentence tells the main idea of the whole p...,0,0,0,0,1,1,1,1,0,1,0
quiz_302365_sibling_1,article_101045,MCQ,0.7272727272727273,False,8,11,The Roman Republic,What does the passage reveal about the relationship betwe...,1,1,1,1,0,1,1,1,0,1,0
quiz_302365_sibling_2,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,"According to the passage, what was the most important out...",1,0,1,1,1,1,1,1,0,1,1
quiz_302365_sibling_3,article_101045,MCQ,0.6363636363636364,False,7,11,The Roman Republic,Which key details from different parts of the passage wor...,0,1,1,0,1,1,1,1,0,1,0
quiz_302365_sibling_4,article_101045,MCQ,0.8181818181818182,True,9,11,The Roman Republic,"Based on the passage, how does the author connect the beg...",1,1,1,1,1,1,1,1,0,1,0
quiz_302370,article_101046,MCQ,0.9090909090909091,True,10,11,Hannibal Crosses the Alps,What does the information in the passage show about Hanni...,1,1,1,1,1,1,1,1,1,1,0
quiz_302370_sibling_1,article_101046,MCQ,0.8181818181818182,True,9,11,Hannibal Crosses the Alps,"Based on the passage, what does the map or description of...",1,1,1,1,0,0,1,1,1,1,1
quiz_302370_sibling_2,article_101046,MCQ,0.7272727272727273,False,8,11,Hannibal Crosses the Alps,Which detail from the passage shows that Hannibal's speci...,0,1,0,1,0,1,1,1,1,1,1
quiz_302370_sibling_3,article_101046,MCQ,0.8181818181818182,True,9,11,Hannibal Crosses the Alps,"According to the passage, what does the description of th...",1,1,1,1,1,1,1,1,0,1,0
quiz_302370_sibling_4,article_101046,MCQ,0.8181818181818182,True,9,11,Hannibal Crosses the Alps,How does the illustration or description of the Punic War...,1,0,1,1,1,0,1,1,1,1,1
quiz_302371,article_101046,MCQ,0.8181818181818182,True,9,11,Hannibal Crosses the Alps,"After General Scipio took Roman troops to Africa, what di...",1,1,1,1,1,1,1,1,0,1,0
quiz_302371_sibling_1,article_101046,MCQ,0.6363636363636364,False,7,11,Hannibal Crosses the Alps,Why did Hannibal promise his father he would continue fig...,0,0,1,1,1,1,1,1,0,1,0
quiz_302371_sibling_2,article_101046,MCQ,0.9090909090909091,True,10,11,Hannibal Crosses the Alps,What main idea does the passage support by describing Han...,1,1,1,1,1,1,1,1,1,1,0
quiz_302371_sibling_3,article_101046,MCQ,0.8181818181818182,True,9,11,Hannibal Crosses the Alps,The passage explains that Carthage took over parts of Nor...,1,0,1,1,1,1,1,1,1,1,0
quiz_302371_sibling_4,article_101046,MCQ,0.9090909090909091,True,10,11,Hannibal Crosses the Alps,Which key detail from the passage explains why Hannibal u...,1,1,1,1,1,1,1,1,1,1,0
quiz_302372,article_101046,MCQ,1.0,True,11,11,Hannibal Crosses the Alps,The Romans changed their fighting strategy against Hannib...,1,1,1,1,1,1,1,1,1,1,1
quiz_302372_sibling_1,article_101046,MCQ,0.2727272727272727,False,3,11,Hannibal Crosses the Alps,"According to the passage, what key detail shows the main...",0,0,0,0,0,0,0,1,1,1,0
quiz_302372_sibling_2,article_101046,MCQ,0.8181818181818182,True,9,11,Hannibal Crosses the Alps,"After losing major battles at Trebbia, Trasimene, and Can...",1,1,1,1,1,1,1,1,0,1,0
