question_id,article_id,source,overall_score,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302855,article_101104,original,0.6363636363636364,0,0,0,0,1,1,1,1,1,1,1
quiz_302855_sibling_1,article_101104,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302855_sibling_2,article_101104,original,0.6363636363636364,1,0,0,0,1,1,0,1,1,1,1
quiz_302855_sibling_3,article_101104,original,0.6363636363636364,1,1,1,0,1,0,0,0,1,1,1
quiz_302855_sibling_4,article_101104,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302860,article_101105,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302860_sibling_1,article_101105,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302860_sibling_2,article_101105,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302860_sibling_3,article_101105,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302860_sibling_4,article_101105,original,0.8181818181818182,1,1,0,1,1,1,1,1,0,1,1
quiz_302861,article_101105,original,0.5454545454545454,1,0,0,0,1,1,1,1,0,1,0
quiz_302861_sibling_1,article_101105,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302861_sibling_2,article_101105,original,0.7272727272727273,1,0,1,1,0,1,1,1,1,1,0
quiz_302861_sibling_3,article_101105,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302861_sibling_4,article_101105,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302862,article_101105,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302862_sibling_1,article_101105,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302862_sibling_2,article_101105,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302862_sibling_3,article_101105,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302862_sibling_4,article_101105,original,0.7272727272727273,1,1,1,1,1,0,0,1,1,1,0
quiz_302863,article_101105,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302863_sibling_1,article_101105,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302863_sibling_2,article_101105,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302863_sibling_3,article_101105,original,0.8181818181818182,1,1,1,1,1,1,0,1,1,1,0
quiz_302863_sibling_4,article_101105,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302868,article_101106,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302868_sibling_1,article_101106,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302868_sibling_2,article_101106,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302868_sibling_3,article_101106,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302868_sibling_4,article_101106,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302869,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302869_sibling_1,article_101106,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302869_sibling_2,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302869_sibling_3,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302869_sibling_4,article_101106,original,0.6363636363636364,1,0,0,1,1,1,1,0,1,1,0
quiz_302870,article_101106,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302870_sibling_1,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302870_sibling_2,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302870_sibling_3,article_101106,original,0.45454545454545453,1,1,1,1,0,0,0,1,0,0,0
quiz_302870_sibling_4,article_101106,original,0.6363636363636364,0,0,0,1,1,1,1,1,1,1,0
quiz_302871,article_101106,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302871_sibling_1,article_101106,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302871_sibling_2,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302871_sibling_3,article_101106,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302871_sibling_4,article_101106,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302876,article_101107,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302876_sibling_1,article_101107,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302876_sibling_2,article_101107,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302876_sibling_3,article_101107,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302876_sibling_4,article_101107,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302877,article_101107,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302877_sibling_1,article_101107,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302877_sibling_2,article_101107,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302877_sibling_3,article_101107,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302877_sibling_4,article_101107,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302878,article_101107,original,0.7272727272727273,1,1,1,1,1,1,1,1,0,0,0
quiz_302878_sibling_1,article_101107,original,0.7272727272727273,1,0,1,1,1,1,0,1,1,1,0
quiz_302878_sibling_2,article_101107,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302878_sibling_3,article_101107,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302878_sibling_4,article_101107,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302879,article_101107,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302879_sibling_1,article_101107,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302879_sibling_2,article_101107,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302879_sibling_3,article_101107,original,0.6363636363636364,0,0,1,1,1,1,1,1,1,0,0
quiz_302879_sibling_4,article_101107,original,0.8181818181818182,1,0,1,1,1,1,1,0,1,1,1
quiz_302880,article_101107,original,0.9090909090909091,1,1,1,1,1,0,1,1,1,1,1
quiz_302880_sibling_1,article_101107,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302880_sibling_2,article_101107,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302880_sibling_3,article_101107,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302880_sibling_4,article_101107,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302884,article_101108,original,0.7272727272727273,1,1,1,1,0,0,1,0,1,1,1
quiz_302884_sibling_1,article_101108,original,0.7272727272727273,1,0,1,1,0,0,1,1,1,1,1
quiz_302884_sibling_2,article_101108,original,0.6363636363636364,1,1,1,1,0,0,0,1,0,1,1
quiz_302884_sibling_3,article_101108,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302884_sibling_4,article_101108,original,0.7272727272727273,1,1,1,1,0,0,0,1,1,1,1
quiz_302885,article_101108,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302885_sibling_1,article_101108,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302885_sibling_2,article_101108,original,0.8181818181818182,0,1,1,1,0,1,1,1,1,1,1
quiz_302885_sibling_3,article_101108,original,0.7272727272727273,1,1,0,1,0,1,1,1,0,1,1
quiz_302885_sibling_4,article_101108,original,0.7272727272727273,1,0,1,0,0,1,1,1,1,1,1
quiz_302886,article_101108,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302886_sibling_1,article_101108,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302886_sibling_2,article_101108,original,0.7272727272727273,0,1,0,1,1,1,1,1,0,1,1
quiz_302886_sibling_3,article_101108,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302886_sibling_4,article_101108,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302887,article_101108,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302887_sibling_1,article_101108,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302887_sibling_2,article_101108,original,0.6363636363636364,1,0,0,1,1,0,1,1,1,1,0
quiz_302887_sibling_3,article_101108,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302887_sibling_4,article_101108,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302892,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302892_sibling_1,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302892_sibling_2,article_101109,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302892_sibling_3,article_101109,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302892_sibling_4,article_101109,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302893,article_101109,original,0.8181818181818182,1,0,1,0,1,1,1,1,1,1,1
quiz_302893_sibling_1,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302893_sibling_2,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302893_sibling_3,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302893_sibling_4,article_101109,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302894,article_101109,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302894_sibling_1,article_101109,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302894_sibling_2,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302894_sibling_3,article_101109,original,0.6363636363636364,1,1,1,1,0,0,1,1,0,1,0
quiz_302894_sibling_4,article_101109,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302895,article_101109,original,0.7272727272727273,1,1,1,1,0,1,0,1,1,1,0
quiz_302895_sibling_1,article_101109,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302895_sibling_2,article_101109,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302895_sibling_3,article_101109,original,0.6363636363636364,1,0,1,0,1,1,1,1,0,1,0
quiz_302895_sibling_4,article_101109,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302900,article_101110,original,0.6363636363636364,0,0,0,1,0,1,1,1,1,1,1
quiz_302900_sibling_1,article_101110,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302900_sibling_2,article_101110,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302900_sibling_3,article_101110,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302900_sibling_4,article_101110,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302901,article_101110,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302901_sibling_1,article_101110,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302901_sibling_2,article_101110,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302901_sibling_3,article_101110,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302901_sibling_4,article_101110,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302902,article_101110,original,0.8181818181818182,0,1,1,1,1,1,1,1,1,1,0
quiz_302902_sibling_1,article_101110,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302902_sibling_2,article_101110,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302902_sibling_3,article_101110,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302902_sibling_4,article_101110,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302903,article_101110,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302903_sibling_1,article_101110,original,0.8181818181818182,1,1,1,1,0,1,0,1,1,1,1
quiz_302903_sibling_2,article_101110,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302903_sibling_3,article_101110,original,0.9090909090909091,0,1,1,1,1,1,1,1,1,1,1
quiz_302903_sibling_4,article_101110,original,0.6363636363636364,1,0,1,1,0,0,0,1,1,1,1
quiz_302908,article_101111,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302908_sibling_1,article_101111,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302908_sibling_2,article_101111,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302908_sibling_3,article_101111,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302908_sibling_4,article_101111,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302909,article_101111,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302909_sibling_1,article_101111,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302909_sibling_2,article_101111,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302909_sibling_3,article_101111,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302909_sibling_4,article_101111,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302910,article_101111,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302910_sibling_1,article_101111,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302910_sibling_2,article_101111,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302910_sibling_3,article_101111,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302910_sibling_4,article_101111,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302916,article_101112,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302916_sibling_1,article_101112,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302916_sibling_2,article_101112,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302916_sibling_3,article_101112,original,0.6363636363636364,0,0,0,1,1,1,1,1,0,1,1
quiz_302916_sibling_4,article_101112,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302917,article_101112,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302917_sibling_1,article_101112,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302917_sibling_2,article_101112,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302917_sibling_3,article_101112,original,0.6363636363636364,1,0,0,1,0,1,1,1,0,1,1
quiz_302917_sibling_4,article_101112,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302918,article_101112,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302918_sibling_1,article_101112,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302918_sibling_2,article_101112,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302918_sibling_3,article_101112,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302918_sibling_4,article_101112,original,0.5454545454545454,0,1,1,1,0,0,0,1,1,1,0
quiz_302919,article_101112,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302919_sibling_1,article_101112,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302919_sibling_2,article_101112,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302919_sibling_3,article_101112,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302919_sibling_4,article_101112,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302924,article_101113,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302924_sibling_1,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302924_sibling_2,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302924_sibling_3,article_101113,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302924_sibling_4,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302925,article_101113,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302925_sibling_1,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302925_sibling_2,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302925_sibling_3,article_101113,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302925_sibling_4,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302926,article_101113,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302926_sibling_1,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302926_sibling_2,article_101113,original,0.8181818181818182,1,0,1,1,1,1,1,0,1,1,1
quiz_302926_sibling_3,article_101113,original,0.7272727272727273,1,0,1,1,0,1,0,1,1,1,1
quiz_302926_sibling_4,article_101113,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302927,article_101113,original,0.45454545454545453,1,0,0,1,0,0,0,1,1,1,0
quiz_302927_sibling_1,article_101113,original,0.45454545454545453,1,0,0,1,0,0,0,1,1,1,0
quiz_302927_sibling_2,article_101113,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302927_sibling_3,article_101113,original,0.5454545454545454,1,0,1,1,1,0,0,0,1,1,0
quiz_302927_sibling_4,article_101113,original,0.5454545454545454,1,0,1,1,1,0,0,0,1,1,0
quiz_302928,article_101113,original,0.5454545454545454,1,1,1,1,0,0,0,1,0,1,0
quiz_302928_sibling_1,article_101113,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302928_sibling_2,article_101113,original,0.45454545454545453,1,0,1,1,1,0,0,0,0,1,0
quiz_302928_sibling_3,article_101113,original,0.5454545454545454,1,0,1,1,0,0,0,1,1,1,0
quiz_302928_sibling_4,article_101113,original,0.5454545454545454,1,0,1,1,0,0,0,0,1,1,1
quiz_302933,article_101114,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302933_sibling_1,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302933_sibling_2,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302933_sibling_3,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302933_sibling_4,article_101114,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302934,article_101114,original,0.8181818181818182,0,1,1,1,1,1,1,1,0,1,1
quiz_302934_sibling_1,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302934_sibling_2,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302934_sibling_3,article_101114,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302934_sibling_4,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302935,article_101114,original,0.9090909090909091,0,1,1,1,1,1,1,1,1,1,1
quiz_302935_sibling_1,article_101114,original,0.6363636363636364,0,1,0,0,1,1,1,1,0,1,1
quiz_302935_sibling_2,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302935_sibling_3,article_101114,original,0.9090909090909091,0,1,1,1,1,1,1,1,1,1,1
quiz_302935_sibling_4,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302936,article_101114,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302936_sibling_1,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302936_sibling_2,article_101114,original,0.45454545454545453,1,1,1,1,0,0,0,0,0,1,0
quiz_302936_sibling_3,article_101114,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302936_sibling_4,article_101114,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302941,article_101115,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302941_sibling_1,article_101115,original,0.5454545454545454,1,0,1,1,1,0,0,1,0,1,0
quiz_302941_sibling_2,article_101115,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302941_sibling_3,article_101115,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302941_sibling_4,article_101115,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302942,article_101115,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302942_sibling_1,article_101115,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302942_sibling_2,article_101115,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302942_sibling_3,article_101115,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302942_sibling_4,article_101115,original,0.5454545454545454,1,1,1,1,0,0,0,0,1,1,0
quiz_302943,article_101115,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302943_sibling_1,article_101115,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302943_sibling_2,article_101115,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302943_sibling_3,article_101115,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302943_sibling_4,article_101115,original,0.7272727272727273,1,0,1,1,0,1,1,1,1,1,0
quiz_302944,article_101115,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302944_sibling_1,article_101115,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302944_sibling_2,article_101115,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302944_sibling_3,article_101115,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302944_sibling_4,article_101115,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302949,article_101116,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302949_sibling_1,article_101116,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302949_sibling_2,article_101116,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302949_sibling_3,article_101116,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302949_sibling_4,article_101116,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302950,article_101116,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302950_sibling_1,article_101116,original,0.6363636363636364,1,1,1,1,0,0,0,1,1,1,0
quiz_302950_sibling_2,article_101116,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302950_sibling_3,article_101116,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302950_sibling_4,article_101116,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302951,article_101116,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302951_sibling_1,article_101116,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302951_sibling_2,article_101116,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302951_sibling_3,article_101116,original,0.8181818181818182,1,1,0,1,1,1,1,1,1,1,0
quiz_302951_sibling_4,article_101116,original,0.45454545454545453,0,0,0,1,0,1,0,1,0,1,1
quiz_302952,article_101116,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302952_sibling_1,article_101116,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302952_sibling_2,article_101116,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302952_sibling_3,article_101116,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302952_sibling_4,article_101116,original,0.6363636363636364,1,0,1,1,0,0,1,1,1,1,0
quiz_302957,article_101117,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302957_sibling_1,article_101117,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302957_sibling_2,article_101117,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302957_sibling_3,article_101117,original,0.45454545454545453,1,0,1,1,0,0,0,0,1,1,0
quiz_302957_sibling_4,article_101117,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302958,article_101117,original,0.9090909090909091,1,1,1,0,1,1,1,1,1,1,1
quiz_302958_sibling_1,article_101117,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302958_sibling_2,article_101117,original,0.6363636363636364,1,0,0,1,0,1,1,1,0,1,1
quiz_302958_sibling_3,article_101117,original,0.7272727272727273,1,1,1,1,0,0,0,1,1,1,1
quiz_302958_sibling_4,article_101117,original,0.6363636363636364,0,0,0,0,1,1,1,1,1,1,1
quiz_302959,article_101117,original,0.8181818181818182,1,0,1,1,1,0,1,1,1,1,1
quiz_302959_sibling_1,article_101117,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302959_sibling_2,article_101117,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302959_sibling_3,article_101117,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302959_sibling_4,article_101117,original,0.36363636363636365,0,0,0,1,0,1,0,0,0,1,1
quiz_302960,article_101117,original,0.8181818181818182,1,1,1,1,1,1,1,1,1,0,0
quiz_302960_sibling_1,article_101117,original,0.45454545454545453,1,0,1,1,0,0,0,1,0,1,0
quiz_302960_sibling_2,article_101117,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302960_sibling_3,article_101117,original,0.45454545454545453,1,0,0,1,1,0,0,0,0,1,1
quiz_302960_sibling_4,article_101117,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302965,article_101118,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302965_sibling_1,article_101118,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302965_sibling_2,article_101118,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302965_sibling_3,article_101118,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302965_sibling_4,article_101118,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302966,article_101118,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302966_sibling_1,article_101118,original,0.5454545454545454,0,0,0,1,1,0,1,1,1,1,0
quiz_302966_sibling_2,article_101118,original,0.7272727272727273,1,0,0,1,1,1,1,1,0,1,1
quiz_302966_sibling_3,article_101118,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302966_sibling_4,article_101118,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302967,article_101118,original,0.8181818181818182,1,1,1,1,0,0,1,1,1,1,1
quiz_302967_sibling_1,article_101118,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302967_sibling_2,article_101118,original,0.5454545454545454,1,0,0,1,0,1,1,1,0,1,0
quiz_302967_sibling_3,article_101118,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302967_sibling_4,article_101118,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
